"account_id";"district_id";"frequency";"date"
2793;47;"monthly issuance";931009
2479;18;"monthly issuance";931009
11135;75;"monthly issuance";931010
8041;1;"monthly issuance";931010
492;5;"monthly issuance";931010
799;56;"monthly issuance";931010
3972;51;"monthly issuance";931011
1468;54;"monthly issuance";931011
624;70;"monthly issuance";931011
3483;40;"monthly issuance";931012
4260;56;"monthly issuance";931014
616;43;"monthly issuance";931014
931;59;"monthly issuance";931015
102;11;"monthly issuance";931016
540;75;"monthly issuance";931016
2660;1;"weekly issuance";931017
4287;1;"monthly issuance";931017
3551;6;"monthly issuance";931017
2072;41;"monthly issuance";931017
4119;77;"monthly issuance";931018
1345;28;"monthly issuance";931019
1565;36;"monthly issuance";931020
2824;11;"monthly issuance";931020
2052;61;"monthly issuance";931020
1767;21;"monthly issuance";931020
2140;75;"monthly issuance";931021
1051;35;"monthly issuance";931021
3927;56;"monthly issuance";931022
2050;1;"monthly issuance";931022
2276;31;"monthly issuance";931022
126;5;"monthly issuance";931023
2859;11;"monthly issuance";931023
2667;23;"monthly issuance";931023
1789;46;"monthly issuance";931023
838;47;"monthly issuance";931023
3264;70;"monthly issuance";931023
198;70;"monthly issuance";931025
2345;5;"monthly issuance";931025
5256;72;"issuance after transaction";931025
40;64;"monthly issuance";931025
419;13;"monthly issuance";931025
3892;43;"monthly issuance";931025
1217;69;"monthly issuance";931025
397;11;"monthly issuance";931026
3146;68;"monthly issuance";931026
287;16;"monthly issuance";931027
2180;45;"monthly issuance";931027
354;59;"monthly issuance";931028
259;2;"monthly issuance";931028
1666;67;"monthly issuance";931030
1495;36;"monthly issuance";931101
2582;28;"monthly issuance";931101
4470;16;"monthly issuance";931101
1381;57;"monthly issuance";931101
2435;38;"monthly issuance";931101
542;1;"monthly issuance";931101
1123;13;"monthly issuance";931101
3225;1;"monthly issuance";931101
1133;1;"monthly issuance";931101
3086;1;"monthly issuance";931102
2250;35;"monthly issuance";931102
340;1;"monthly issuance";931103
4079;52;"monthly issuance";931103
841;1;"monthly issuance";931104
2269;6;"monthly issuance";931104
2867;30;"monthly issuance";931104
3371;68;"monthly issuance";931104
520;60;"monthly issuance";931104
743;10;"monthly issuance";931105
3640;10;"monthly issuance";931105
3354;63;"monthly issuance";931105
107;64;"monthly issuance";931105
243;55;"weekly issuance";931106
3687;71;"monthly issuance";931106
1984;73;"monthly issuance";931107
4173;1;"monthly issuance";931108
2700;74;"monthly issuance";931108
2318;73;"monthly issuance";931108
7965;55;"monthly issuance";931108
3352;42;"monthly issuance";931108
4255;70;"weekly issuance";931108
73;72;"monthly issuance";931108
3948;1;"monthly issuance";931109
648;13;"monthly issuance";931109
3688;70;"monthly issuance";931110
462;29;"monthly issuance";931110
3243;1;"monthly issuance";931110
8625;64;"monthly issuance";931110
321;47;"monthly issuance";931111
3548;23;"monthly issuance";931111
5984;11;"monthly issuance";931111
3091;3;"monthly issuance";931111
626;72;"monthly issuance";931111
998;47;"monthly issuance";931111
3326;5;"monthly issuance";931111
2457;76;"monthly issuance";931111
2549;74;"monthly issuance";931112
1947;35;"monthly issuance";931112
2738;41;"monthly issuance";931112
1809;1;"weekly issuance";931112
519;24;"monthly issuance";931112
2665;61;"monthly issuance";931113
1114;6;"weekly issuance";931113
8957;1;"monthly issuance";931113
2271;68;"monthly issuance";931113
196;4;"monthly issuance";931114
3218;41;"monthly issuance";931114
3660;74;"monthly issuance";931114
787;10;"monthly issuance";931114
3820;1;"monthly issuance";931114
10906;76;"monthly issuance";931114
914;73;"monthly issuance";931114
9656;61;"monthly issuance";931114
1941;60;"monthly issuance";931115
3617;22;"monthly issuance";931115
3370;49;"monthly issuance";931115
1664;56;"monthly issuance";931115
4337;29;"monthly issuance";931116
2557;40;"monthly issuance";931117
1527;31;"issuance after transaction";931117
3938;57;"monthly issuance";931117
1686;11;"monthly issuance";931118
10670;60;"monthly issuance";931118
3309;66;"monthly issuance";931120
3107;5;"monthly issuance";931120
8377;29;"monthly issuance";931120
345;5;"monthly issuance";931120
498;1;"monthly issuance";931121
3571;39;"monthly issuance";931121
5991;1;"monthly issuance";931121
1128;74;"monthly issuance";931121
10439;66;"monthly issuance";931121
1302;55;"monthly issuance";931121
10788;67;"weekly issuance";931122
4343;31;"monthly issuance";931122
2460;1;"monthly issuance";931122
1931;20;"monthly issuance";931123
2972;12;"monthly issuance";931123
1286;66;"issuance after transaction";931123
1235;76;"monthly issuance";931123
4385;23;"monthly issuance";931123
7449;1;"monthly issuance";931124
545;54;"monthly issuance";931124
245;65;"monthly issuance";931125
688;74;"monthly issuance";931125
173;66;"monthly issuance";931126
10904;48;"monthly issuance";931126
7844;1;"monthly issuance";931126
6353;26;"monthly issuance";931126
604;12;"monthly issuance";931126
6806;1;"monthly issuance";931126
5927;15;"monthly issuance";931126
2419;24;"monthly issuance";931127
1288;11;"monthly issuance";931127
3003;18;"monthly issuance";931127
10131;1;"monthly issuance";931127
1952;70;"monthly issuance";931128
651;72;"monthly issuance";931128
2989;4;"monthly issuance";931128
1499;47;"monthly issuance";931128
426;1;"monthly issuance";931129
3570;44;"monthly issuance";931129
4237;18;"monthly issuance";931129
2739;59;"monthly issuance";931129
4526;63;"monthly issuance";931129
1621;75;"monthly issuance";931201
344;54;"monthly issuance";931201
1359;8;"monthly issuance";931202
290;56;"monthly issuance";931202
66;48;"issuance after transaction";931203
1314;48;"monthly issuance";931203
3145;4;"monthly issuance";931203
1204;29;"monthly issuance";931203
437;43;"monthly issuance";931203
2063;1;"monthly issuance";931204
3087;15;"monthly issuance";931204
2588;5;"monthly issuance";931204
956;74;"monthly issuance";931205
597;41;"monthly issuance";931205
3129;5;"monthly issuance";931205
884;2;"monthly issuance";931207
4264;28;"monthly issuance";931207
3223;1;"monthly issuance";931207
737;34;"monthly issuance";931208
2306;38;"monthly issuance";931208
1673;53;"monthly issuance";931208
10663;11;"monthly issuance";931208
3345;22;"monthly issuance";931208
1970;8;"monthly issuance";931208
2504;16;"monthly issuance";931209
358;12;"monthly issuance";931209
2980;66;"monthly issuance";931209
3918;53;"monthly issuance";931209
1680;59;"monthly issuance";931210
3039;1;"monthly issuance";931210
3380;64;"monthly issuance";931210
2128;22;"monthly issuance";931210
903;47;"monthly issuance";931210
1762;28;"monthly issuance";931211
61;70;"monthly issuance";931211
391;36;"monthly issuance";931211
2305;1;"monthly issuance";931211
1588;67;"monthly issuance";931211
183;43;"monthly issuance";931212
365;74;"monthly issuance";931212
2476;32;"monthly issuance";931212
347;65;"monthly issuance";931213
1877;76;"monthly issuance";931213
3196;1;"monthly issuance";931213
2928;55;"monthly issuance";931214
1225;4;"monthly issuance";931214
3825;7;"monthly issuance";931214
180;55;"weekly issuance";931214
2813;24;"monthly issuance";931215
1605;72;"monthly issuance";931216
1792;7;"monthly issuance";931216
1604;54;"monthly issuance";931216
883;1;"monthly issuance";931217
441;27;"weekly issuance";931217
3429;73;"monthly issuance";931217
4514;69;"monthly issuance";931218
1088;32;"monthly issuance";931219
3094;56;"monthly issuance";931220
1768;15;"monthly issuance";931220
2768;73;"monthly issuance";931220
2257;57;"monthly issuance";931221
1882;1;"monthly issuance";931221
719;30;"monthly issuance";931221
5092;74;"monthly issuance";931221
3292;1;"monthly issuance";931221
3604;75;"monthly issuance";931222
2733;76;"monthly issuance";931222
3669;76;"monthly issuance";931222
1940;52;"monthly issuance";931222
3056;55;"monthly issuance";931222
1419;33;"monthly issuance";931222
2971;76;"weekly issuance";931223
1959;62;"monthly issuance";931224
3164;33;"monthly issuance";931224
3197;1;"monthly issuance";931225
2770;42;"monthly issuance";931225
7944;59;"monthly issuance";931227
1080;55;"monthly issuance";931227
6148;74;"monthly issuance";931227
2010;1;"monthly issuance";931227
3135;72;"monthly issuance";931227
1098;47;"monthly issuance";931228
100;41;"monthly issuance";931228
2913;8;"monthly issuance";931228
1153;35;"monthly issuance";931229
1635;19;"monthly issuance";931229
2842;14;"monthly issuance";931229
3759;1;"monthly issuance";931229
3594;29;"monthly issuance";931230
2778;38;"monthly issuance";931230
2161;15;"weekly issuance";931230
2789;14;"monthly issuance";940101
1552;18;"monthly issuance";940102
628;72;"monthly issuance";940103
1458;29;"monthly issuance";940103
2673;34;"monthly issuance";940104
1788;1;"monthly issuance";940104
1193;29;"monthly issuance";940105
969;19;"monthly issuance";940108
1512;1;"monthly issuance";940108
3997;62;"monthly issuance";940113
2179;1;"weekly issuance";940114
1164;35;"monthly issuance";940114
4774;66;"monthly issuance";940114
4413;74;"weekly issuance";940115
1824;52;"monthly issuance";940117
1231;7;"monthly issuance";940118
2664;58;"monthly issuance";940120
1627;1;"monthly issuance";940120
9104;10;"monthly issuance";940121
2326;70;"monthly issuance";940124
4356;47;"monthly issuance";940126
3667;55;"monthly issuance";940126
742;77;"monthly issuance";940128
2538;42;"monthly issuance";940130
127;29;"monthly issuance";940202
726;76;"monthly issuance";940203
4907;42;"monthly issuance";940206
2628;64;"issuance after transaction";940206
3898;70;"monthly issuance";940207
6472;61;"monthly issuance";940208
1770;65;"monthly issuance";940208
2472;60;"monthly issuance";940208
1159;49;"monthly issuance";940209
4418;66;"monthly issuance";940209
1470;19;"monthly issuance";940210
1813;47;"monthly issuance";940211
4416;14;"monthly issuance";940212
2315;75;"monthly issuance";940213
3876;69;"monthly issuance";940213
4329;1;"monthly issuance";940217
3184;1;"monthly issuance";940218
370;25;"monthly issuance";940218
1317;56;"monthly issuance";940218
2675;1;"monthly issuance";940219
3840;76;"monthly issuance";940219
4009;56;"monthly issuance";940220
3886;1;"monthly issuance";940220
3445;1;"monthly issuance";940222
2482;1;"monthly issuance";940223
2361;28;"monthly issuance";940225
974;29;"monthly issuance";940225
2959;8;"monthly issuance";940225
1880;76;"monthly issuance";940225
3355;70;"monthly issuance";940226
2501;30;"monthly issuance";940226
1073;73;"monthly issuance";940227
8558;1;"issuance after transaction";940227
3101;1;"monthly issuance";940227
2568;17;"monthly issuance";940302
1169;49;"issuance after transaction";940302
3684;23;"monthly issuance";940304
1406;50;"monthly issuance";940304
71;1;"monthly issuance";940305
3528;10;"monthly issuance";940305
3405;36;"monthly issuance";940307
6118;1;"weekly issuance";940307
2382;59;"monthly issuance";940308
1570;1;"monthly issuance";940312
1511;51;"issuance after transaction";940313
1237;9;"monthly issuance";940313
3307;30;"monthly issuance";940313
3378;55;"monthly issuance";940314
989;19;"monthly issuance";940314
3253;71;"issuance after transaction";940315
1626;3;"monthly issuance";940315
289;1;"monthly issuance";940317
1987;54;"monthly issuance";940317
817;5;"monthly issuance";940318
2228;34;"monthly issuance";940319
904;1;"monthly issuance";940320
3824;41;"monthly issuance";940320
3599;63;"monthly issuance";940320
22;1;"monthly issuance";940323
470;64;"monthly issuance";940323
1273;37;"monthly issuance";940325
237;50;"monthly issuance";940325
59;43;"monthly issuance";940327
572;32;"monthly issuance";940327
1269;52;"monthly issuance";940328
855;1;"monthly issuance";940328
3183;45;"monthly issuance";940401
1969;5;"monthly issuance";940402
2799;54;"weekly issuance";940403
1042;43;"monthly issuance";940403
1158;50;"monthly issuance";940403
2713;26;"monthly issuance";940403
740;28;"monthly issuance";940404
493;26;"monthly issuance";940405
2067;76;"monthly issuance";940407
3804;7;"monthly issuance";940407
4259;66;"monthly issuance";940408
2886;1;"monthly issuance";940408
761;43;"monthly issuance";940409
1918;24;"monthly issuance";940410
3036;10;"monthly issuance";940410
3259;1;"monthly issuance";940411
4408;71;"weekly issuance";940411
2009;17;"monthly issuance";940414
1194;1;"monthly issuance";940415
3718;63;"monthly issuance";940416
3201;4;"monthly issuance";940417
460;1;"monthly issuance";940418
784;59;"monthly issuance";940419
3714;2;"weekly issuance";940421
2154;63;"monthly issuance";940421
1256;38;"monthly issuance";940421
1353;51;"monthly issuance";940421
1820;10;"monthly issuance";940422
2494;74;"monthly issuance";940423
2399;1;"monthly issuance";940426
343;18;"monthly issuance";940426
575;38;"monthly issuance";940426
900;48;"monthly issuance";940426
1467;37;"monthly issuance";940427
31;68;"monthly issuance";940427
1375;19;"monthly issuance";940427
1371;1;"monthly issuance";940427
844;53;"monthly issuance";940428
908;62;"monthly issuance";940429
3134;48;"monthly issuance";940429
2092;1;"monthly issuance";940429
3747;1;"monthly issuance";940501
277;32;"issuance after transaction";940501
3595;30;"monthly issuance";940501
2511;40;"monthly issuance";940501
1388;29;"monthly issuance";940502
4245;52;"monthly issuance";940502
3838;3;"monthly issuance";940502
543;64;"monthly issuance";940503
3653;31;"monthly issuance";940503
524;61;"monthly issuance";940503
82;26;"monthly issuance";940503
3912;2;"monthly issuance";940504
1949;41;"monthly issuance";940504
1865;1;"monthly issuance";940504
451;11;"monthly issuance";940505
50;1;"monthly issuance";940506
1184;14;"monthly issuance";940506
363;1;"monthly issuance";940506
2454;8;"monthly issuance";940507
2847;75;"monthly issuance";940508
2740;14;"monthly issuance";940508
1871;48;"monthly issuance";940510
8405;20;"monthly issuance";940510
266;47;"monthly issuance";940511
1879;10;"monthly issuance";940513
2259;64;"monthly issuance";940514
609;63;"monthly issuance";940515
9750;74;"monthly issuance";940516
2375;29;"monthly issuance";940516
216;38;"monthly issuance";940516
56;50;"monthly issuance";940516
7824;60;"monthly issuance";940517
649;69;"weekly issuance";940517
2996;54;"monthly issuance";940517
1509;51;"monthly issuance";940519
2170;1;"issuance after transaction";940519
2001;75;"monthly issuance";940519
2903;38;"monthly issuance";940519
3717;56;"monthly issuance";940520
4195;67;"monthly issuance";940521
2496;51;"monthly issuance";940521
9583;31;"weekly issuance";940522
3636;21;"monthly issuance";940522
1826;5;"monthly issuance";940522
2227;31;"weekly issuance";940522
2749;1;"monthly issuance";940523
535;35;"monthly issuance";940524
4066;72;"monthly issuance";940524
2662;71;"monthly issuance";940524
1053;57;"monthly issuance";940525
11333;8;"monthly issuance";940526
1838;68;"monthly issuance";940526
3037;44;"monthly issuance";940526
3372;23;"monthly issuance";940526
985;32;"monthly issuance";940529
6924;74;"monthly issuance";940601
3484;22;"monthly issuance";940601
700;20;"monthly issuance";940601
3289;1;"monthly issuance";940602
2638;5;"monthly issuance";940602
8316;70;"monthly issuance";940604
1634;77;"monthly issuance";940604
4825;15;"monthly issuance";940604
3650;8;"monthly issuance";940605
10942;44;"weekly issuance";940605
2922;16;"monthly issuance";940606
693;2;"monthly issuance";940606
2260;1;"monthly issuance";940607
538;70;"monthly issuance";940607
548;16;"monthly issuance";940607
941;8;"monthly issuance";940608
2155;58;"monthly issuance";940608
4519;8;"monthly issuance";940608
3539;42;"monthly issuance";940608
6511;72;"monthly issuance";940610
2569;2;"monthly issuance";940610
43;36;"monthly issuance";940612
1047;46;"monthly issuance";940613
3479;22;"monthly issuance";940614
2868;1;"monthly issuance";940615
4328;72;"monthly issuance";940617
5628;61;"monthly issuance";940617
3160;22;"monthly issuance";940619
1856;26;"monthly issuance";940619
154;46;"monthly issuance";940621
3030;65;"monthly issuance";940622
1938;1;"monthly issuance";940625
1870;10;"monthly issuance";940625
3275;74;"monthly issuance";940629
8492;2;"monthly issuance";940629
10093;1;"weekly issuance";940701
3805;9;"monthly issuance";940702
200;17;"monthly issuance";940703
2471;6;"monthly issuance";940703
352;39;"monthly issuance";940704
1291;1;"monthly issuance";940704
161;28;"monthly issuance";940704
711;70;"monthly issuance";940706
964;26;"monthly issuance";940708
1012;65;"monthly issuance";940709
4276;43;"monthly issuance";940709
901;60;"monthly issuance";940710
7765;52;"weekly issuance";940710
90;1;"monthly issuance";940713
5574;13;"weekly issuance";940714
741;54;"monthly issuance";940714
2819;35;"monthly issuance";940716
478;58;"monthly issuance";940716
2615;68;"monthly issuance";940717
3503;1;"monthly issuance";940717
3921;18;"monthly issuance";940717
662;21;"monthly issuance";940718
2654;56;"monthly issuance";940721
9627;65;"issuance after transaction";940722
2470;16;"monthly issuance";940723
427;8;"monthly issuance";940724
709;19;"monthly issuance";940725
629;31;"monthly issuance";940725
2606;1;"monthly issuance";940727
6738;62;"monthly issuance";940728
2912;74;"monthly issuance";940730
4995;20;"weekly issuance";940801
1022;33;"weekly issuance";940801
1797;24;"monthly issuance";940801
3497;76;"monthly issuance";940802
1848;1;"monthly issuance";940804
582;12;"monthly issuance";940805
3167;18;"monthly issuance";940808
1579;57;"monthly issuance";940809
610;74;"monthly issuance";940811
3536;24;"monthly issuance";940811
1017;14;"monthly issuance";940811
3017;75;"monthly issuance";940812
3112;38;"monthly issuance";940812
1360;71;"monthly issuance";940814
2747;1;"monthly issuance";940814
9192;1;"monthly issuance";940816
1398;62;"monthly issuance";940818
1246;58;"monthly issuance";940818
1592;38;"monthly issuance";940818
3728;10;"monthly issuance";940818
4131;5;"monthly issuance";940819
377;70;"monthly issuance";940819
1911;68;"monthly issuance";940821
635;21;"monthly issuance";940821
3625;3;"monthly issuance";940822
3425;70;"monthly issuance";940824
1327;65;"monthly issuance";940824
8776;64;"monthly issuance";940824
2798;70;"monthly issuance";940824
2401;16;"monthly issuance";940826
3612;70;"monthly issuance";940827
4580;9;"monthly issuance";940827
3226;65;"monthly issuance";940828
7523;63;"monthly issuance";940829
3533;74;"monthly issuance";940829
422;53;"weekly issuance";940829
3608;72;"weekly issuance";940830
1105;55;"monthly issuance";940901
2596;1;"monthly issuance";940902
9006;40;"weekly issuance";940902
3579;53;"monthly issuance";940902
710;25;"monthly issuance";940902
7546;43;"monthly issuance";940903
1766;28;"monthly issuance";940903
1292;3;"monthly issuance";940903
3797;64;"monthly issuance";940903
3478;30;"monthly issuance";940904
8899;1;"weekly issuance";940905
1975;19;"monthly issuance";940907
3049;61;"monthly issuance";940908
3730;17;"monthly issuance";940908
1714;72;"monthly issuance";940908
518;74;"monthly issuance";940909
6321;1;"monthly issuance";940910
3926;72;"monthly issuance";940911
1878;52;"weekly issuance";940913
3712;3;"monthly issuance";940913
2030;51;"monthly issuance";940913
3869;72;"monthly issuance";940913
1908;20;"monthly issuance";940913
3142;2;"monthly issuance";940914
1301;18;"monthly issuance";940915
3288;54;"monthly issuance";940915
318;36;"monthly issuance";940916
3336;51;"monthly issuance";940919
1653;1;"monthly issuance";940919
577;29;"monthly issuance";940920
2960;19;"monthly issuance";940920
2267;54;"weekly issuance";940920
1989;48;"monthly issuance";940921
1352;1;"monthly issuance";940923
851;15;"monthly issuance";940923
716;47;"monthly issuance";940925
3555;32;"monthly issuance";940926
6;51;"monthly issuance";940927
1828;1;"monthly issuance";940928
1333;21;"monthly issuance";940929
11359;61;"monthly issuance";941001
3457;54;"monthly issuance";941001
2627;76;"monthly issuance";941002
2025;19;"monthly issuance";941002
3975;20;"monthly issuance";941002
2905;74;"monthly issuance";941003
3827;1;"monthly issuance";941004
939;55;"monthly issuance";941004
1421;71;"monthly issuance";941005
1934;46;"monthly issuance";941005
3878;23;"monthly issuance";941007
2363;47;"monthly issuance";941007
1559;14;"monthly issuance";941008
2195;73;"monthly issuance";941008
1205;73;"monthly issuance";941008
2059;37;"monthly issuance";941008
2333;45;"monthly issuance";941008
3074;74;"weekly issuance";941008
2840;15;"monthly issuance";941009
2430;3;"monthly issuance";941009
2463;56;"monthly issuance";941011
3860;4;"monthly issuance";941011
2788;54;"monthly issuance";941012
8127;37;"monthly issuance";941013
596;31;"monthly issuance";941013
3622;53;"monthly issuance";941015
1312;23;"monthly issuance";941015
2742;23;"monthly issuance";941015
654;63;"monthly issuance";941016
4283;39;"monthly issuance";941016
2924;56;"monthly issuance";941016
3756;39;"weekly issuance";941017
2790;1;"monthly issuance";941018
67;16;"monthly issuance";941019
2949;1;"monthly issuance";941021
3849;75;"monthly issuance";941021
5422;66;"monthly issuance";941022
988;10;"monthly issuance";941022
3058;44;"monthly issuance";941023
1958;40;"monthly issuance";941024
1441;50;"monthly issuance";941025
1109;66;"monthly issuance";941027
2536;41;"monthly issuance";941028
1295;15;"monthly issuance";941028
3419;1;"monthly issuance";941029
1993;68;"monthly issuance";941030
1076;1;"monthly issuance";941030
960;4;"issuance after transaction";941102
201;63;"monthly issuance";941102
1168;29;"monthly issuance";941103
2365;42;"monthly issuance";941104
973;54;"monthly issuance";941105
3663;67;"monthly issuance";941106
3576;58;"monthly issuance";941107
4082;49;"monthly issuance";941108
2541;57;"monthly issuance";941108
4476;24;"monthly issuance";941110
2572;64;"issuance after transaction";941113
2377;77;"monthly issuance";941113
1554;47;"monthly issuance";941115
5632;5;"weekly issuance";941115
940;37;"monthly issuance";941115
1583;69;"issuance after transaction";941117
2218;19;"monthly issuance";941121
1708;22;"monthly issuance";941121
449;19;"monthly issuance";941122
2044;6;"monthly issuance";941123
11186;12;"monthly issuance";941124
29;7;"monthly issuance";941124
3752;1;"monthly issuance";941125
2028;7;"weekly issuance";941126
1294;71;"monthly issuance";941127
106;63;"monthly issuance";941127
2707;61;"monthly issuance";941127
2027;19;"monthly issuance";941128
3369;8;"monthly issuance";941201
9731;54;"issuance after transaction";941201
1578;48;"monthly issuance";941201
8411;20;"monthly issuance";941202
1919;18;"monthly issuance";941204
1307;56;"monthly issuance";941205
2121;64;"monthly issuance";941205
1436;3;"monthly issuance";941207
3489;9;"monthly issuance";941208
3348;4;"monthly issuance";941208
2809;73;"monthly issuance";941208
3364;21;"weekly issuance";941208
2546;1;"monthly issuance";941208
2343;68;"monthly issuance";941209
594;54;"monthly issuance";941209
4434;41;"monthly issuance";941209
359;11;"monthly issuance";941211
3279;46;"weekly issuance";941217
1011;45;"monthly issuance";941217
8856;15;"monthly issuance";941218
2808;1;"monthly issuance";941218
5357;70;"monthly issuance";941218
775;1;"monthly issuance";941218
2524;1;"monthly issuance";941219
3903;58;"monthly issuance";941219
802;15;"monthly issuance";941220
3567;5;"monthly issuance";941220
68;37;"issuance after transaction";941220
1417;75;"monthly issuance";941220
3643;1;"monthly issuance";941222
10728;71;"monthly issuance";941223
2384;40;"monthly issuance";941223
1835;74;"monthly issuance";941224
3621;32;"monthly issuance";941225
1394;32;"monthly issuance";941227
3006;64;"monthly issuance";950101
2322;33;"monthly issuance";950102
1331;59;"monthly issuance";950103
2355;1;"monthly issuance";950103
3482;70;"monthly issuance";950103
4503;50;"monthly issuance";950103
2077;29;"monthly issuance";950104
685;37;"weekly issuance";950104
2163;17;"monthly issuance";950105
2239;25;"monthly issuance";950105
1706;1;"monthly issuance";950105
7795;64;"monthly issuance";950105
3128;1;"monthly issuance";950106
2978;74;"monthly issuance";950106
3141;1;"weekly issuance";950106
3250;1;"monthly issuance";950106
1955;49;"monthly issuance";950107
5650;10;"issuance after transaction";950108
3641;7;"monthly issuance";950109
2923;43;"monthly issuance";950110
8092;54;"monthly issuance";950111
2421;18;"monthly issuance";950111
1437;50;"monthly issuance";950113
756;65;"monthly issuance";950113
3244;56;"monthly issuance";950114
10630;41;"monthly issuance";950115
3981;23;"monthly issuance";950115
3812;72;"monthly issuance";950116
4368;1;"monthly issuance";950116
2729;40;"monthly issuance";950116
2446;3;"monthly issuance";950116
839;16;"monthly issuance";950117
1625;1;"monthly issuance";950117
2563;48;"monthly issuance";950117
1414;58;"monthly issuance";950117
7562;72;"weekly issuance";950117
2185;67;"monthly issuance";950118
1446;57;"monthly issuance";950118
915;72;"monthly issuance";950118
3777;70;"monthly issuance";950119
2414;1;"monthly issuance";950119
9814;64;"weekly issuance";950119
2681;28;"monthly issuance";950119
484;1;"monthly issuance";950120
217;77;"monthly issuance";950120
9030;72;"monthly issuance";950121
2352;70;"monthly issuance";950121
1526;52;"monthly issuance";950122
3841;8;"monthly issuance";950122
270;27;"monthly issuance";950123
1914;27;"monthly issuance";950124
2054;1;"monthly issuance";950124
2111;42;"weekly issuance";950125
1769;39;"monthly issuance";950125
2663;64;"monthly issuance";950125
4103;38;"monthly issuance";950125
5735;52;"monthly issuance";950125
3362;73;"monthly issuance";950125
2755;20;"monthly issuance";950126
3235;8;"monthly issuance";950126
795;25;"monthly issuance";950127
1548;47;"monthly issuance";950127
650;3;"monthly issuance";950128
11042;72;"monthly issuance";950129
3421;31;"monthly issuance";950201
1112;48;"monthly issuance";950203
3583;40;"monthly issuance";950203
4001;54;"monthly issuance";950204
393;46;"monthly issuance";950204
2718;29;"monthly issuance";950205
1496;57;"monthly issuance";950205
2968;15;"monthly issuance";950205
1889;59;"monthly issuance";950206
789;39;"monthly issuance";950206
7614;62;"monthly issuance";950208
8159;26;"monthly issuance";950208
2151;38;"monthly issuance";950208
3865;50;"monthly issuance";950209
4109;54;"monthly issuance";950209
515;57;"monthly issuance";950209
3817;70;"monthly issuance";950210
2268;1;"monthly issuance";950211
388;59;"monthly issuance";950211
3623;59;"monthly issuance";950212
1967;26;"weekly issuance";950213
4727;2;"monthly issuance";950213
3466;64;"monthly issuance";950216
3297;53;"monthly issuance";950217
607;16;"monthly issuance";950217
1858;72;"monthly issuance";950218
3978;59;"monthly issuance";950218
70;8;"monthly issuance";950218
781;33;"monthly issuance";950219
10884;65;"monthly issuance";950220
2688;72;"monthly issuance";950220
1772;31;"weekly issuance";950220
2490;22;"monthly issuance";950221
2047;20;"monthly issuance";950221
3839;1;"monthly issuance";950221
1633;51;"monthly issuance";950222
763;1;"monthly issuance";950223
4161;1;"monthly issuance";950223
2431;74;"monthly issuance";950223
3753;28;"monthly issuance";950224
1778;15;"monthly issuance";950225
2911;33;"monthly issuance";950225
3710;1;"monthly issuance";950225
1702;56;"monthly issuance";950227
3737;34;"monthly issuance";950301
190;74;"monthly issuance";950302
2865;1;"monthly issuance";950303
3014;75;"weekly issuance";950303
2680;46;"monthly issuance";950303
1129;35;"monthly issuance";950303
3233;31;"monthly issuance";950303
1287;35;"monthly issuance";950304
9897;1;"monthly issuance";950304
30;36;"monthly issuance";950304
2367;28;"monthly issuance";950304
3826;34;"monthly issuance";950305
376;25;"monthly issuance";950305
1108;26;"monthly issuance";950309
108;53;"monthly issuance";950310
1802;75;"monthly issuance";950310
3230;1;"monthly issuance";950311
3989;19;"monthly issuance";950311
2723;75;"monthly issuance";950312
7859;52;"monthly issuance";950314
7606;21;"monthly issuance";950315
158;37;"monthly issuance";950315
6397;48;"monthly issuance";950315
150;73;"monthly issuance";950316
3402;76;"weekly issuance";950316
2810;66;"monthly issuance";950316
586;54;"monthly issuance";950316
1261;52;"monthly issuance";950318
2856;25;"monthly issuance";950318
288;25;"monthly issuance";950318
3750;77;"monthly issuance";950318
1174;70;"monthly issuance";950321
1306;1;"monthly issuance";950322
5541;43;"monthly issuance";950324
1;18;"monthly issuance";950324
981;66;"monthly issuance";950325
767;25;"monthly issuance";950326
608;32;"monthly issuance";950327
1757;75;"monthly issuance";950327
6609;16;"monthly issuance";950327
870;70;"monthly issuance";950327
227;27;"monthly issuance";950328
568;18;"monthly issuance";950328
1254;74;"monthly issuance";950328
1540;1;"monthly issuance";950329
1692;56;"monthly issuance";950329
1249;67;"monthly issuance";950330
95;1;"monthly issuance";950330
1561;66;"monthly issuance";950401
2540;54;"monthly issuance";950401
248;1;"monthly issuance";950402
9493;64;"monthly issuance";950402
5126;58;"monthly issuance";950403
231;22;"monthly issuance";950403
2203;47;"monthly issuance";950404
6910;76;"monthly issuance";950404
1986;46;"monthly issuance";950404
2839;70;"monthly issuance";950404
1479;54;"monthly issuance";950404
3147;54;"monthly issuance";950405
6289;64;"monthly issuance";950405
1590;77;"monthly issuance";950407
7418;21;"monthly issuance";950407
19;21;"monthly issuance";950407
842;62;"monthly issuance";950407
1821;70;"monthly issuance";950407
206;61;"monthly issuance";950408
3109;18;"monthly issuance";950408
7815;19;"weekly issuance";950409
7136;12;"weekly issuance";950409
1228;62;"monthly issuance";950409
893;53;"monthly issuance";950412
3702;53;"monthly issuance";950413
4852;47;"monthly issuance";950413
2750;13;"monthly issuance";950413
1046;1;"monthly issuance";950414
3729;31;"monthly issuance";950414
1862;19;"weekly issuance";950415
1309;1;"monthly issuance";950415
1315;13;"monthly issuance";950417
3321;17;"monthly issuance";950418
